vol_id,vol_name,vol_description,vol_short_name,vol_created_at,vol_updated_at,vol_sharing_level,user_id,user_prename,user_sortname,user_affiliation
1255,Biological Explanation Evaluation Study,Recordings of a study,BEES4,2020-12-02T22:37:57.524508Z,2025-03-05T16:35:22.131012Z,public_overview_only,6232,Candice,Mills,The University of Texas at Dallas
1738,Explanatory Satisfaction (Learning from Stories - Project GARDEN),Videos from Project GARDEN Explanatory Satisfaction Study,ELSA,2024-05-13T18:37:26.038628Z,2025-03-05T16:35:46.526843Z,public_overview_only,6232,Candice,Mills,The University of Texas at Dallas
1739,Children's Reasoning About Biology,These are Zoom videos of the participants (3- to 7-year-olds) completing the online Qualtrics survey.,CRAB,2024-05-13T19:55:25.927224Z,2025-03-05T16:35:46.550337Z,public_overview_only,6232,Candice,Mills,The University of Texas at Dallas
1741,Epistemic Evaluation of Voice Assistants (GARDEN),"These are participant recordings from the Epistemic Evaluations of Voice Assistants study, a synchronous study facilitated by recruitment and consent through Children Helping Science. In this study, children examine three different informants: a person Googling, a novel voice assistant, and a zookeeper (animal expert) on their ability to provide the right answer to questions about novel animals in multiple knowledge domains (e.g., animal health). This study is part of Phase 2 of Project GARDEN and includes children who have already participated in Phase 1 of that project.",EEVA,2024-05-20T16:05:08.187847Z,2025-03-05T16:35:46.595503Z,public_overview_only,6232,Candice,Mills,The University of Texas at Dallas
