vol_id,vol_name,vol_description,vol_short_name,vol_created_at,vol_updated_at,vol_sharing_level,user_id,user_prename,user_sortname,user_affiliation
46,Different Gestalt processing for different actions? Comparing object-directed reaching and looking time measures,"Six experiments compared the Gestalt processing that mediates infant reaching and looking behaviors. Experiment 1 demonstrated that the positioning and timing of 8- and 9-month-olds' reaching was influenced by remembered relative motion. Experiment 2 suggested that a visible gap, without this relative motion, was not sufficient to produce these effects. Experiment 3 found that 6- and 7-month-olds required both remembered relative motion and a continuously visible gap to affect reaching; when two separate objects were placed adjacent to one another, they were treated as though they were connected. Experiments 4 and 5, using a looking time measure, identified a dissociation between looking and reaching performance. In Experiment 6, 6- and 7-month-olds' reaching was influenced when display parts differed in shape and color. In these experiments, Gestalt processing for looking was more influenced by remembered information than was Gestalt processing for reaching. For reaching, a low weighting of separation cues was also apparent.",Reaching and looking measures of Gestalt perception,2014-08-21T21:10:04.804571Z,2025-03-05T16:34:41.796677Z,public,60,Peter,Vishton,College of William and Mary
628,2018 Empathy,Videos from the Psych 410 Empathy study.,2018 Empathy,2018-04-10T16:10:48.752047Z,2025-03-05T16:34:58.817672Z,public_overview_only,60,Peter,Vishton,College of William and Mary
629,2018 Bystander,"Data from the 2018 Bystander study, Psych 410",2018 Bystander,2018-04-10T16:11:47.032487Z,2025-03-05T16:34:58.840942Z,public_overview_only,60,Peter,Vishton,College of William and Mary
631,2018 Peer Pressure,The 2018 study of peer pressure conducted in Psychology 410: Advanced Research in Developmental Psychology.,2018 Peer Pressure,2018-04-17T16:09:22.355623Z,2025-03-05T16:34:58.879406Z,public_overview_only,60,Peter,Vishton,College of William and Mary
808,EyePatch Grasping,"Disks are selected as either smaller or larger, in some cases in the context of Ebbinghaus illusion inducing stimuli.",Eyepatch,2018-10-29T18:12:56.295273Z,2025-03-05T16:35:04.040606Z,public_overview_only,60,Peter,Vishton,College of William and Mary
812,2018 Animal Story Sharing,"Assessment of tendency to share based on sharing books featuring human and non-human characters, with and without scaffolding.",2018 Animal Story Sharing,2018-10-31T17:52:58.836751Z,2025-03-05T16:35:04.224164Z,public_overview_only,60,Peter,Vishton,College of William and Mary
817,2018 Change Detection,"The classic ""door study"" adapted for use with children.",2018 Change Detection,2018-11-07T13:57:25.779409Z,2025-03-05T16:35:04.333305Z,public_overview_only,60,Peter,Vishton,College of William and Mary
877,"2019 Reasoning about the Self, Other, and Future Preferences",[Add description],2019 Preference,2019-04-04T12:30:28.532549Z,2025-03-05T16:35:07.811487Z,public_overview_only,60,Peter,Vishton,College of William and Mary
878,2019 Gendered Ads,Effects of gender-specific advertising on children's judgments of gender-appropriateness of familiar and unfamiliar toys.,2019 Gendered Ads,2019-04-04T12:33:07.539342Z,2025-03-05T16:35:07.826897Z,public_overview_only,60,Peter,Vishton,College of William and Mary
879,Theory of Mind and Deception,Insert description.,2019 ToM and Deception,2019-04-04T13:45:40.387282Z,2025-03-05T16:35:07.840437Z,public_overview_only,60,Peter,Vishton,College of William and Mary
885,2019 Drawing and Memory,Testing whether drawing while being interviewed enhances memory for a puppet show in 3-6-year-olds.,2019 DrawingMemory,2019-04-11T12:58:26.165165Z,2025-03-05T16:35:07.990687Z,public_overview_only,60,Peter,Vishton,College of William and Mary
889,Remote Tool Use and Perception,Explores how using a laser pointer or pointing with the hand alters perception of target size and distance.,2019 Tool Use,2019-04-17T15:19:16.198828Z,2025-03-05T16:35:08.092352Z,public_overview_only,60,Peter,Vishton,College of William and Mary
1726,2024 Mindfulness,Impact of mindfulness interventions on child cognition.,2024Mindfulness,2024-04-12T12:44:07.618685Z,2025-03-05T16:35:45.355577Z,public_overview_only,60,Peter,Vishton,College of William and Mary
