vol_id,vol_name,vol_description,vol_created_at,vol_updated_at,vol_sharing_level,vol_short_name,user_id,user_prename,user_sortname,user_affiliation
1261,TIC Broken Human,Online study - TIC Broken Human Videos,2020-12-14T20:01:08.258086Z,2025-03-05T16:35:22.242268Z,public_overview_only,TIC Broken Human,2945,Carolyn,Palmquist,Amherst College
1262,DO NOT USE,deleted,2020-12-15T16:13:49.116549Z,2025-03-05T16:35:22.255022Z,public_overview_only,NA,2945,Carolyn,Palmquist,Amherst College
1292,HAB Online,HAB Online,2021-03-05T16:52:48.627888Z,2025-03-05T16:35:23.788297Z,public_overview_only,NA,2945,Carolyn,Palmquist,Amherst College
1485,Temperament X Trust (Temperament Measure),Looking at Temperament and Trust,2022-07-01T15:34:31.219379Z,2025-03-05T16:35:32.463550Z,public_overview_only,NA,2945,Carolyn,Palmquist,Amherst College
1565,Example Study,hello,2023-02-10T15:44:01.483538Z,2025-03-05T16:35:36.299395Z,public_overview_only,NA,2945,Carolyn,Palmquist,Amherst College
1582,Metacognitive Trust,n/a,2023-03-31T14:47:08.907760Z,2025-03-05T16:35:37.138089Z,public_overview_only,NA,2945,Carolyn,Palmquist,Amherst College
1613,Behavior Anon,Follow up of Faces Anon,2023-06-19T21:16:17.630871Z,2025-03-05T16:35:38.929264Z,public_overview_only,NA,2945,Carolyn,Palmquist,Amherst College
1618,AI x Trust,new study - summer '23,2023-06-22T14:50:50.183894Z,2025-03-05T16:35:39.374097Z,public_overview_only,AI x Trust,2945,Carolyn,Palmquist,Amherst College
1623,Behavior Anon: Baseline,Follow up to Behavior Anon,2023-07-06T21:37:22.139252Z,2025-03-05T16:35:39.791998Z,public_overview_only,NA,2945,Carolyn,Palmquist,Amherst College
1649,AI x Trust Adults,AI x Trust within adult population,2023-09-28T20:54:56.587324Z,2025-03-05T16:35:41.116309Z,public_overview_only,AI x Trust Adults,2945,Carolyn,Palmquist,Amherst College
1650,Metacognitive Trust Adults,Metacog study with adult population,2023-09-28T20:58:46.765585Z,2025-03-05T16:35:41.129662Z,public_overview_only,Metacognitive Trust Adults,2945,Carolyn,Palmquist,Amherst College
1669,Faces Effort,4 and 5 year olds,2023-11-08T20:55:44.171673Z,2025-03-05T16:35:42.093246Z,public_overview_only,NA,2945,Carolyn,Palmquist,Amherst College
1709,Faces Matter,4 and 5 year olds,2024-03-25T14:33:18.287372Z,2025-03-05T16:35:44.486988Z,public_overview_only,NA,2945,Carolyn,Palmquist,Amherst College
1768,AI x Voice,new study - summer '24,2024-06-26T20:40:08.850735Z,2025-03-05T16:35:47.902060Z,public_overview_only,NA,2945,Carolyn,Palmquist,Amherst College
1771,Gendered Emotions,"Gender, Anger, Sadness, Adults, Kids",2024-06-27T15:52:36.795258Z,2025-03-05T16:35:47.928321Z,public_overview_only,Gen E,2945,Carolyn,Palmquist,Amherst College
1772,Metacognitive Seeking,Building off of Metacognitive Trust,2024-06-28T18:30:49.278236Z,2025-03-05T16:35:47.944861Z,public_overview_only,Metacognitive Seeking,2945,Carolyn,Palmquist,Amherst College
