vol_id,vol_name,vol_description,vol_short_name,vol_created_at,vol_updated_at,vol_sharing_level,user_id,user_prename,user_sortname,user_affiliation
740,Dominance Looking Time,xx,DLT,2018-08-21T13:37:29.694052Z,2025-03-05T16:35:02.776892Z,public_overview_only,594,Jonathan,Beier,University of Maryland
756,Play Inclusion and Exclusion,N/A,PIE,2018-09-05T14:30:39.392580Z,2025-03-05T16:35:03.094920Z,public_overview_only,594,Jonathan,Beier,University of Maryland
764,Fin Live In Person,xx,FLIP,2018-09-18T18:45:29.068713Z,2025-03-05T16:35:03.229970Z,public_overview_only,594,Jonathan,Beier,University of Maryland
848,Friend in Need,xx,FIN,2019-02-12T19:47:43.820364Z,2025-03-05T16:35:05.403446Z,public_overview_only,594,Jonathan,Beier,University of Maryland
849,NoHelp Original,xx,NA,2019-02-13T17:45:02.573447Z,2025-03-05T16:35:05.417351Z,public_overview_only,594,Jonathan,Beier,University of Maryland
850,Preserving Reputation in Everyday Social Situations,xx,PRESS,2019-02-13T20:52:09.791130Z,2025-03-05T16:35:05.608096Z,public_overview_only,594,Jonathan,Beier,University of Maryland
851,Social Helping,xx,SH,2019-02-14T17:59:04.562985Z,2025-03-05T16:35:05.622384Z,public_overview_only,594,Jonathan,Beier,University of Maryland
852,Physical and Social Dominance - Labeling First,xx,PSD,2019-02-14T19:32:13.689972Z,2025-03-05T16:35:05.637576Z,public_overview_only,594,Jonathan,Beier,University of Maryland
853,Dominance Out of Reach,xx,DOOR,2019-02-14T20:30:38.711729Z,2025-03-05T16:35:05.651192Z,public_overview_only,594,Jonathan,Beier,University of Maryland
856,NoHelp-Dominance,xx,NA,2019-02-18T17:12:25.993057Z,2025-03-05T16:35:05.710711Z,public_overview_only,594,Jonathan,Beier,University of Maryland
861,Goals and Equality,xx,GoE,2019-02-25T19:42:23.701911Z,2025-03-05T16:35:05.829546Z,public_overview_only,594,Jonathan,Beier,University of Maryland
863,NoHelp Simple,xx,NA,2019-02-28T21:04:11.564882Z,2025-03-05T16:35:06.108497Z,public_overview_only,594,Jonathan,Beier,University of Maryland
867,Eye Gaze Contingency,xx,EGC,2019-03-05T14:03:38.740053Z,2025-03-05T16:35:06.192038Z,public_overview_only,594,Jonathan,Beier,University of Maryland
882,NoHelp Fence,xx,NA,2019-04-10T15:25:18.138666Z,2025-03-05T16:35:07.932928Z,public_overview_only,594,Jonathan,Beier,University of Maryland
895,PETRI,xx,PETRI,2019-05-01T16:06:53.452787Z,2025-03-05T16:35:08.193258Z,public_overview_only,594,Jonathan,Beier,University of Maryland
