vol_id,vol_name,vol_description,vol_short_name,vol_created_at,vol_updated_at,vol_sharing_level,user_id,user_prename,user_sortname,user_affiliation
1275,Bilingual Learners,This volume includes video recordings of data collection for Bilingual Learners Study.,bilingual_learners,2021-02-02T01:58:10.513382Z,2025-03-05T16:35:23.171531Z,public_overview_only,1612,Kathleen,Corriveau,Boston University
1290,Methods Workshop_March 2021,Videos recorded from Methods Workshop held with DBN members in March 2021.,dbn_methods_workshop_march2021,2021-03-05T00:26:54.767934Z,2025-03-05T16:35:23.759502Z,public_overview_only,1612,Kathleen,Corriveau,Boston University
1291,DBN Mini Workshops - Brainstorming Collaborative Protocol,Videos recorded from DBN's Mini Workshops held with network members to brainstorm collaborative methodologies for first wave of data collection.,dbn_brainstorming_methods_feb2021,2021-03-05T00:59:53.451496Z,2025-03-05T16:35:23.773623Z,public_overview_only,1612,Kathleen,Corriveau,Boston University
1352,DBN Wave 1 Child Protocol Preview Videos,Preview of DBN Wave 1 Child Protocol,NA,2021-07-27T21:44:48.287877Z,2025-03-05T16:35:25.930685Z,public_overview_only,1612,Kathleen,Corriveau,Boston University
1409,DBN Data Collection Training Videos,"This volume includes videos created for training purposes. This includes:
- tutorials for conducting child interviews online and in-person.",NA,2022-01-14T13:54:06.909504Z,2025-03-05T16:35:28.302435Z,public,1612,Kathleen,Corriveau,Boston University
1458,DBN - Massachusetts - Wave 1 - Data collection,This volume contains video and audio files from data collected in Massachusetts during Wave 1 of the project.,NA,2022-05-05T22:06:02.507977Z,2025-03-05T16:35:30.935406Z,public_overview_only,1612,Kathleen,Corriveau,Boston University
1604,DBN - Massachussetts -  Wave 2 - Data Collection,This volume contains video and audio files from data collected in Field Site during Wave 2 of the project.,NA,2023-05-30T14:35:32.253111Z,2025-03-05T16:35:38.050063Z,public_overview_only,1612,Kathleen,Corriveau,Boston University
1605,DBN - Massachussetts -  Wave 2 - Data Collection,This volume contains video and audio files from data collected in the US - Massachussetts during Wave 2 of the project.,NA,2023-05-30T14:39:50.281069Z,2025-05-13T16:37:19.732994Z,public_overview_only,1612,Kathleen,Corriveau,Boston University
1675,DBN - USA (BU and UCR) - Datasets,"This volume stores task by task subsets of DBN data collection in Massachussetts, MA and Riverside, CA. This includes data from the Child Protocol, Parent Protocol, and Religious Landscape Survey. These data and the volume are to be kept PRIVATE!",NA,2023-11-27T20:16:22.257889Z,2025-07-24T17:45:49.491148Z,public_overview_only,1612,Kathleen,Corriveau,Boston University
1851,TESTING,This volume is a test to make sure our instructions are correct.,,2025-06-12T14:16:19.916815Z,2025-06-12T19:19:52.820698Z,public_overview_only,1612,Kathleen,Corriveau,Boston University
