vol_id,vol_name,vol_description,vol_short_name,vol_created_at,vol_updated_at,vol_sharing_level,user_id,user_prename,user_sortname,user_affiliation
8,"Language, cognitive, and socio-emotional skills from 9 months until their transition to first grade in U.S. children from African-American, Dominican, Mexican, and Chinese backgrounds","This project is a longitudinal study of language, cognitive, social, emotional, and gender development from infants' birth through various critical transitions to schooling (preschool, kindergarten, 1st grade). Children came from diverse backgrounds (African-American, Dominican, Mexican, Chinese) and lived in the New York City metro area.  Videos were recorded during various activities and tasks specific to each observation age (e.g., book reading, mother-child free play, novel toy, familiar toy at the 14-month visit) in children's homes or in the laboratory at 14, 24, 36, 52, 64, and 76 months of age.",MetroBaby,2013-10-14T15:54:05.526154Z,2025-03-05T16:34:41.167609Z,public,11,Catherine,Tamis-LeMonda,New York University
484,Routine Language Intervention,,NA,2017-09-13T19:46:57.065227Z,2025-03-05T16:34:55.311279Z,public,11,Catherine,Tamis-LeMonda,New York University
563,The Science of Everyday Play,"Developmental scientists consider play to be essential to learning. Play is a ubiquitous activity of childhood in every community across the globe. It cuts across every domain of development—cognition, perception, motor action, social interaction, language, emotion, and gender. Before children begin formal schooling, play occupies nearly all of their waking day: In Piaget’s words, “play is the work of children.” The science of everyday play, therefore, provides a uniquely informative window into patterns of typical and atypical learning and development and how children’s social interactions and home environments support or impede learning. This dataset constitutes the first large-scale, systematic investigation of children’s play in the natural home setting. We conducted the first comprehensive in-depth study of infants’ everyday play (ages 13, 18, and 23 months) and caregiver interactions in the natural context of the home. 

The project includes a corpus of 234 hours of video recording (across 2 days, 2 hours per visit) of infants and mothers going about their daily routines. We video coded foundational passes on infant object play, motor play, and language behaviours, thereby producing rich descriptive data on how infants play, how play changes across the course of a day and the second year, and which environmental and social factors support infant play. This project yields several valuable products that are disseminated to and shared with the scientific community, parents, and other stakeholders.",LEGO Foundation,2017-12-12T13:29:26.247588Z,2025-03-05T16:34:57.374892Z,public,11,Catherine,Tamis-LeMonda,New York University
597,Hong Kong Preschooler Longitudinal Study,Data collected in Hong Kong that parallels the Metrobaby Study conducted in NYC.,NA,2018-02-26T16:26:03.442497Z,2025-03-05T16:34:58.040047Z,public_overview_only,11,Catherine,Tamis-LeMonda,New York University
949,BioBehavioral Synchrony,"Tasks: 2 dyadic play interactions, 9 minutes in length each, during which parent (P) and child (C) interact jointly with a toy placed between them (2 toys, order of which is counterbalanced between participants). During each activity, Experimenter (E) called P on phone to spend 3 minutes filling out a questionnaire together over the phone (this was called the ""distraction"" condition, interjected between ""play"" conditions in which P and C played together uninterrupted).
Demo: Data collection in progress. Infants recruited for piloting range in age from 12months to 28 months. 
Data: 4 mp4 videos (=2 per activity from 2 different cameras/angles). Additional video recordings of procedure for some participants and not others.",EEG Pilot,2019-07-29T15:54:17.458954Z,2025-03-05T16:35:09.902823Z,public_overview_only,11,Catherine,Tamis-LeMonda,New York University
1113,Everyday Learning (Reorganized),Reorganization in progress for Everyday Learning structured task and assessment videos.,NA,2020-04-13T17:14:36.922806Z,2025-03-05T16:35:16.837399Z,public_overview_only,11,Catherine,Tamis-LeMonda,New York University
1136,Discovery and Learning through Play at Home,"Video excerpts of infants during natural, everyday play at home. Linked to blog post, ""Discovery and Learning through Play at Home,"" for the Institute for Human Development and Social Change at New York University.",NA,2020-05-20T20:39:02.018696Z,2025-03-05T16:35:17.586703Z,public,11,Catherine,Tamis-LeMonda,New York University
1144,Mothers talk about infants’ actions: Verbs correspond to infants’ real-time behavior,"Subset of data drawn from parent volume (https://nyu.databrary.org/volume/563) of 13-month-old crawling infants and 13-, 18-, 23-month-old walking infants during natural activity in the home with caregivers.

Infants learn nouns during object-naming events—moments when caregivers name the object of infants’ play (e.g., “ball” as infant holds a ball). Do caregivers also label the actions of infants’ play (e.g., “roll” as infant rolls a ball)? We investigated connections between mothers’ verb inputs and infants’ actions. We video-recorded 32 infant-mother dyads for two hours at home (16 13-month-olds, 16 18-month-olds; 16 girls; 23 White, 2 Asian, 1 Black, 1 other, and 5 multiple races; 2 Hispanic/Latine). Dyads were predominantly from middle- to upper-class households. We identified each manual verb (e.g., press, shake) and whole-body verb (e.g., bring, go) that mothers directed to infants. We coded whether infants displayed manual and/or whole-body actions during a 6-second window surrounding the verb (i.e., 3 seconds prior and 3 seconds after the named verb). Mothers’ verbs and infant actions were largely congruent: Whole-body verbs co-occurred with whole-body actions, and manual verbs co-occurred with manual actions. Moreover, half of mothers’ verbs corresponded precisely to infants’ concurrent action (e.g., infant pressed button as mother said “press the button”). In most instances, mothers commented on rather than instigated infants’ actions. Findings suggest that verb learning is embodied, such that infants’ own motor actions offer powerful cues to verb meanings. Furthermore, our approach highlights the value of cross-domain research integrating infants’ developing motor and language skills to understand word learning.",ActionVerbs,2020-06-10T19:26:45.712185Z,2025-03-05T16:35:17.895366Z,public,11,Catherine,Tamis-LeMonda,New York University
1158,NYU-Langone Sunset Park Parent Outreach Videos and Workshops,"Scripts for video clips for parents
Video clips to disseminate to parents
Webinars and workshops for parents",NA,2020-07-22T19:07:46.213462Z,2025-03-05T16:35:18.672343Z,public,11,Catherine,Tamis-LeMonda,New York University
1168,DLL-ES Inventories,"Multiple versions of the Dual Language Learners English-Spanish (DLL-ES) Short and Extended Inventories. DLL-ES Short and Extended Inventories are based on the article ""Comparing apples to manzanas and oranges to naranjas: A new measure of English-Spanish vocabulary in dual language learners"" (under review)*. DLL-ES Short and Extended Inventories are meant for use with the MacArthur-Bates Communicative Development Inventories to enhance current approaches to caregiver-report of DLL language. This work was conducted as a collaborative initiative of language experts on the PLAY project (Play-project.org). 

Folder 1: Printable PDF versions of DLL-ES Inventories for pen-and-paper administration.

Folder 2: XLS versions of DLL-ES Inventories to be uploaded to KoBoToolBox for electronic administration. 

Folder 3: Printable PDF versions of the list of words that appear on the MCDI English and Spanish Long Forms which were excluded from DLL-ES Inventories.

Summary: One in four children in the United States is Hispanic, creating a pressing need to gather valid data on early language development in English-Spanish dual language learners (DLLs). We created the caregiver-report Dual Language Learners English-Spanish (DLL-ES) Inventories to address gaps in measurement of English-Spanish vocabularies in DLLs. The DLL-ES Inventories extend the widely used MacArthur-Bates Communicative Development Inventories (MCDI) in ways that enhance current approaches to caregiver-report of DLL language. The DLL-ES Inventories (1) provide matched word lists that can supplement MCDI short forms; (2) offer extensive word lists that draw from but reduce the burden to caregivers of MCDI long forms; and (3) include multiple options for words to include different Spanish dialects. Use of the DLL-ES Inventories allows item-by-item analyses of infants’ vocabularies in English and Spanish, while retaining the ability to generate standardized scores.",NA,2020-08-12T20:20:07.865987Z,2025-03-05T16:35:19.466287Z,public,11,Catherine,Tamis-LeMonda,New York University
1178,"Joint Engagement in the Home Environment is Frequent, Multi-modal, Timely, and Structured","Subset of data drawn from parent volume (https://nyu.databrary.org/volume/563) of 13-month-old crawling infants and 13-, 18-, 23-month-old walking infants during natural activity in the home with caregivers.

Infants develop in a social context, surrounded by knowledgeable caregivers who scaffold learning through shared engagement with objects. However, researchers have typically examined joint engagement in structured tasks, where caregivers sit near infants and display frequent, prompt, and multimodal behaviors around the objects of infant action. Which features of joint engagement generalize to the real-world? Despite the importance of joint engagement for infant learning, the critical assumption that joint engagement occurs in everyday interactions remains unexamined. We investigated behavioral and temporal features of joint engagement in the home environment, where objects for play abound and dyad proximity fluctuates. Infant manual actions, mother manual and verbal behaviors, and dyad proximity were coded frame-by-frame from 2-hour naturalistic recordings of 13-to-23-month-old infants and their mothers (N=38). Infants experienced rich, highly structured, multimodal mother input around the objects of their action. Specifically, joint engagement occurred within seconds of infant action and was amplified in the context of interpersonal proximity. Findings validate lab-based research on characteristics of joint engagement while highlighting unique properties around the role of mother-infant proximity and temporal structuring of spontaneous caregiver input over extended time frames. Implications for the social contexts that support infant learning and development are discussed.

Available under materials are coding manuals for transcription and infant object play coding developed as part of the Play & Learning Across a Year project (http://www.play-project.org; http://doi.org/10.17910/b7.876)",NA,2020-08-27T20:28:20.798639Z,2025-03-05T16:35:19.705497Z,public,11,Catherine,Tamis-LeMonda,New York University
1223,Infants' Object Interactions are Long and Complex During Everyday Joint Engagement,"Infants' Object Interactions are Long and Complex During Everyday Joint Engagement

As infants interact with the object world, they generate rich information about object features and possibilities for action. And much of infant learning unfolds in the presence of caregivers, who talk about and act on the objects of infant play. Does caregiver joint engagement correspond to real-time changes in the complexity and duration of infant object interactions? We observed thirty-eight mother-infant dyads (13-, 18-, and 23-month-olds) during 2 hours of everyday home activity as infants freely navigated their environments. Frame-by-frame behavioral coding yielded data on the duration and complexity of thousands of infant object interactions within and outside mother joint engagement. Object interaction bouts that involved solely manipulating/carrying objects were shorter than were bouts that incorporated complex play (i.e., the functional or symbolic use of objects). Most centrally, complex play bouts and long bout durations occurred in the presence of mothers’ multimodal input—i.e., touching, gesturing toward, and talking about the objects of infant manipulation. In fact, bouts that involved complex play and multimodal input were 7.5 times as long as simple play bouts in the absence of mother input. Moreover, “action-orienting talk” (e.g., “Can you open the jar?”, “Feed the doll”), rather than talk per se, corresponded with longer and more complex object interactions. As infants actively explore their home environments, their interactions with objects change in fundamental ways from moment to moment in the presence of caregiver multimodal engagement. Video recordings from home visits are shared with authorized users on Databrary (https://nyu.databrary.org/volume/563).",JE & Object Play,2020-11-02T18:15:03.371583Z,2025-03-05T16:35:20.889056Z,public,11,Catherine,Tamis-LeMonda,New York University
1241,Everyday Learning Remote Study,"Video and audio recordings of: 

Parent-child interactions around pictures. 
Child math assessments. 
Parent math assessments.",NA,2020-11-12T17:09:30.485233Z,2025-03-05T16:35:21.513677Z,public_overview_only,11,Catherine,Tamis-LeMonda,New York University
1322,"“Go, go, go!” Mothers’ verbs align with infants’ locomotion","Caregivers often tailor their language to infants’ ongoing actions (e.g., “are you stacking the blocks?”). When infants develop new motor skills, do caregivers show concomitant changes in their language input? We tested whether the use of verbs that refer to locomotor actions (e.g., “come”, “bring”, “walk”) differed for mothers of 13-month-old crawling (N = 16) and walking infants (N = 16), and mothers of 18-month-old experienced walkers (N = 16). Mothers directed twice as many locomotor verbs to walkers compared to same-age crawlers, but mothers’ locomotor verbs were similar for younger and older walkers. In real time, mothers’ use of locomotor verbs was dense when infants were locomoting, and sparse when infants were stationary, regardless of infants’ crawler/walker status. Consequently, infants who spent more time in motion received more locomotor verbs compared to infants who moved less frequently. Findings indicate that infants’ motor skills guide their in-the-moment behaviors, which in turn shape the language they receive from caregivers.",LEGO WalkTalk,2021-05-31T17:19:33.384876Z,2025-03-05T16:35:24.966909Z,public,11,Catherine,Tamis-LeMonda,New York University
