vol_id,vol_name,vol_description,vol_short_name,vol_created_at,vol_updated_at,vol_sharing_level,user_id,user_prename,user_sortname,user_affiliation
962,STEM Books,This study assesses how young children learn STEM-related information from the context of shared book reading. Parents read 4 STEM books to their child and children were tested on facts from the books.,Study 247,2019-08-16T13:19:03.831503Z,2025-03-05T16:35:10.344411Z,public_overview_only,5539,Patricia,Bauer,Emory University
990,Study 213 Alena,213 DL Dolphin Kid Lab,NA,2019-09-23T21:16:29.489831Z,2025-03-05T16:35:11.825886Z,public_overview_only,5539,Patricia,Bauer,Emory University
991,Study 245,X Representation,NA,2019-09-24T17:34:47.997533Z,2025-03-05T16:35:11.839386Z,public_overview_only,5539,Patricia,Bauer,Emory University
992,Study 203 Alena,Dolphin in GCS,NA,2019-09-24T17:52:34.342823Z,2025-03-05T16:35:11.853319Z,public_overview_only,5539,Patricia,Bauer,Emory University
993,Study 211,"Dolphin Home Study (Schema Manipulation)

->Training- 197 Session Videos",NA,2019-09-24T20:59:45.257662Z,2025-03-05T16:35:11.867387Z,public_overview_only,5539,Patricia,Bauer,Emory University
994,Capping Videos,Instructional capping videos,NA,2019-09-24T21:08:38.434130Z,2025-03-05T16:35:11.881534Z,public_overview_only,5539,Patricia,Bauer,Emory University
1000,Study 254,Adult Autobiographical Memory,NA,2019-10-04T14:06:24.351669Z,2025-03-05T16:35:12.152814Z,public_overview_only,5539,Patricia,Bauer,Emory University
1009,Study 225,Jillian,NA,2019-10-17T17:41:11.290319Z,2025-03-05T16:35:13.431183Z,public_overview_only,5539,Patricia,Bauer,Emory University
1010,Study 232,Jillian,NA,2019-10-17T17:43:02.391186Z,2025-03-05T16:35:13.444097Z,public_overview_only,5539,Patricia,Bauer,Emory University
1061,203 General Folder,203 Dolphin in GCS,NA,2020-02-10T16:23:04.116220Z,2025-03-05T16:35:14.953018Z,public_overview_only,5539,Patricia,Bauer,Emory University
1063,Study 22,Study 22 - Generalization - Found within 1 Inactive and completed studies folder,NA,2020-02-13T22:44:14.505552Z,2025-03-05T16:35:15.006399Z,public_overview_only,5539,Patricia,Bauer,Emory University
1065,Study 236 Videos from Camera Cards,Videos for st. 236 that were found on camera cards without labels. -Added by MH,NA,2020-02-19T17:47:55.446974Z,2025-03-05T16:35:15.040918Z,public_overview_only,5539,Patricia,Bauer,Emory University
1072,Study 28,Study 28 from inactive and completed studies,NA,2020-02-27T18:14:37.669330Z,2025-03-05T16:35:15.570908Z,public_overview_only,5539,Patricia,Bauer,Emory University
1094,Study 253,Lucy's Masters,253,2020-03-18T17:55:38.367254Z,2025-03-05T16:35:16.043892Z,public_overview_only,5539,Patricia,Bauer,Emory University
1130,Study 255,St. 255 Longitudinal - Learning As We Grow,NA,2020-05-06T15:29:52.413622Z,2025-03-05T16:35:17.442820Z,public_overview_only,5539,Patricia,Bauer,Emory University
1162,Study 257,Longitudinal,Study 257,2020-08-10T19:00:55.722329Z,2025-03-05T16:35:18.775914Z,public_overview_only,5539,Patricia,Bauer,Emory University
1172,Eyelink training video,eyelink video with Blaire,Eyelink training video,2020-08-20T20:28:42.788548Z,2025-03-05T16:35:19.527013Z,public_overview_only,5539,Patricia,Bauer,Emory University
1189,Study 262 Jelena's Honors,videos of parent/child dyads engaging with three different online learning webpages,JP Honors Thesis,2020-10-05T20:35:03.709235Z,2025-03-05T16:35:20.003891Z,public_overview_only,5539,Patricia,Bauer,Emory University
1193,Study 29,Sutdy 29 from the server,NA,2020-10-13T16:24:34.945965Z,2025-03-05T16:35:20.088934Z,public_overview_only,5539,Patricia,Bauer,Emory University
1195,Study 105,Study 105 from the server,NA,2020-10-14T19:01:34.054837Z,2025-03-05T16:35:20.215110Z,public_overview_only,5539,Patricia,Bauer,Emory University
1198,Study 113,Study 113,NA,2020-10-19T17:15:35.416924Z,2025-03-05T16:35:20.301477Z,public_overview_only,5539,Patricia,Bauer,Emory University
1199,Study 122,Kindergarten,NA,2020-10-21T20:10:54.848565Z,2025-03-05T16:35:20.315316Z,public_overview_only,5539,Patricia,Bauer,Emory University
1200,Study 147,IBAM,NA,2020-10-21T20:22:34.836896Z,2025-03-05T16:35:20.329229Z,public_overview_only,5539,Patricia,Bauer,Emory University
1201,Study 148,fMRI kids collab w Hamann lab,NA,2020-10-22T20:47:22.817632Z,2025-03-05T16:35:20.343838Z,public_overview_only,5539,Patricia,Bauer,Emory University
1202,Study 149,Eyetracker 16 & 20mth,NA,2020-10-23T14:24:51.792831Z,2025-03-05T16:35:20.361367Z,public_overview_only,5539,Patricia,Bauer,Emory University
1203,Study 150,Eyetracker collaboration with Bachevalier,NA,2020-10-23T14:27:18.197499Z,2025-03-05T16:35:20.376263Z,public_overview_only,5539,Patricia,Bauer,Emory University
1204,Study 151,Study 151 from the sever,NA,2020-10-23T16:03:13.592680Z,2025-03-05T16:35:20.390931Z,public_overview_only,5539,Patricia,Bauer,Emory University
1207,Study 153,Study 153 from the server,NA,2020-10-27T19:55:29.972059Z,2025-03-05T16:35:20.451279Z,public_overview_only,5539,Patricia,Bauer,Emory University
1208,Study 154,Study 154 from the server,NA,2020-10-27T20:10:01.966391Z,2025-03-05T16:35:20.466119Z,public_overview_only,5539,Patricia,Bauer,Emory University
1211,Study 155,Study 155 from the server,NA,2020-10-28T18:42:10.678155Z,2025-03-05T16:35:20.570003Z,public_overview_only,5539,Patricia,Bauer,Emory University
1212,Study 156,Study 156 from the server,NA,2020-10-28T20:07:13.351018Z,2025-03-05T16:35:20.583714Z,public_overview_only,5539,Patricia,Bauer,Emory University
1213,Study 157,Study 157 Toolbox from the server,NA,2020-10-28T20:25:09.983867Z,2025-03-05T16:35:20.600020Z,public_overview_only,5539,Patricia,Bauer,Emory University
