vol_id,vol_name,vol_description,vol_short_name,vol_created_at,vol_updated_at,vol_sharing_level,user_id,user_prename,user_sortname,user_affiliation
1911,Parent-child interactions during a STEM building challenge task,"Participants included 75 parents (self-reported as 90% mothers, 7% fathers, 3% grandmothers) and their young children (49% girls, 51% boys; Mage = 4.82 years, SD = 0.49 years, range 4.01 to 5.95 years). Parents reported their child’s race and ethnicity (94% White, 3% Black, 1% Biracial, 1% Asian, 1% Native American), and most (96%) reported being married or living with a partner.  Parents also reported the highest level of formal education they attained, with 27% reporting a high school degree or GED and 73% reporting a baccalaureate or graduate degree. During two sessions scheduled about 12 weeks apart, parent-child dyads were given 15 minutes to build a structure to protect two mice from a threatening cat. The first assessment task involved building a tower with a lookout platform using building straws and connectors, whereas the second task involved building a house with stairs using a fold-up box and craft rolls.  In the interim, families were randomly assigned to receive guided play home activity kits designed to support parent STEM talk (intervention group, N = 50) or home activity kits that included similar building materials without parent guides (control group, N = 25).",Parent-child building challenges,2026-02-02T19:59:15.727159Z,2026-02-02T20:09:45.748073Z,public,4399,Karen,Bierman,The Pennsylvania State University
