vol_id,vol_name,vol_description,vol_short_name,vol_created_at,vol_updated_at,vol_sharing_level,user_id,user_prename,user_sortname,user_affiliation
1309,Denver Pain Authenticity Stimulus Set,"Lloyd, Summers, Gunderson, Weesner, ten Brinke, Hugenberg, & McConnell (in prep) created the Pain Authenticity Stimulus Set (PASS) for research purposes. The PASS is a free resource containing videos (.mp4 files) of Black and White targets, female and male, exhibiting both real and fake pain expressions. Participants' facial expressions were recorded first as they faked their pain expression prior to pain exposure, second as they experienced pressure on their fifth metacarpal with a pressure algometer (real pain), and third as they faked their pain expression after experiencing pain. Thus, each target generated three different videos (i.e., fake pain 1; real pain; fake pain 2). This database is accompanied by an excel codebook which includes data pertinent to the videos and targets included in the database.",DPASS,2021-04-23T02:43:37.752395Z,2025-03-05T16:35:24.641799Z,public_overview_only,4963,Emily Paige,Lloyd,University of Denver
